date,city,ev_sales,ev_market_share,avg_ev_price,avg_ice_price,gasoline_price,electricity_price,public_charging_points,fast_charging_points,ev_subsidy_amount,purchase_subsidy_active,gdp_per_capita,unemployment_rate,avg_ev_range_km,season,ev_sales_last_month,ev_sales_last_year_same_month
2020-12-01,Chiang Mai,5549,0.5303,47715.88,24967.73,4.83,0.18,503,85,2585.59,1,12599.38,3.77,304,Q4,4622,4156
2021-01-01,Chiang Mai,5149,0.5329,48822.34,24774.68,4.81,0.18,527,58,2328.17,1,11911.41,3.91,310,Q1,5549,4230
2021-02-01,Chiang Mai,5477,0.5266,48182.17,25307.8,4.85,0.18,541,84,2808.48,1,11992.65,3.85,303,Q1,5149,4300
2021-03-01,Chiang Mai,5575,0.5455,48002.46,25477.75,4.9,0.18,557,49,2457.85,1,12470.9,3.65,309,Q1,5477,4456
2021-04-01,Chiang Mai,5262,0.5459,48424.93,25143.67,4.9,0.18,569,100,2653.21,1,12981.43,3.51,297,Q2,5575,4325
2021-05-01,Chiang Mai,6388,0.5713,48367.31,24399.28,4.92,0.18,596,79,2537.78,1,12091.33,3.68,307,Q2,5262,4721
2021-06-01,Chiang Mai,5717,0.5653,47432.78,25152.87,4.95,0.18,610,50,2893.12,1,12044.3,3.94,322,Q2,6388,4876
2021-07-01,Chiang Mai,6067,0.5968,48244.58,25179.06,5.01,0.18,623,78,2550.06,1,12300.1,3.69,323,Q3,5717,5365
2021-08-01,Chiang Mai,5583,0.5778,48495.35,25346.35,5.03,0.19,640,56,2680.01,1,12253.3,3.4,321,Q3,6067,5154
2021-09-01,Chiang Mai,5337,0.5783,47907.74,25018.58,4.98,0.19,665,100,2468.66,1,13045.41,3.71,329,Q3,5583,5031
2021-10-01,Chiang Mai,6675,0.5995,48287.04,24859.22,5.0,0.19,687,106,2433.54,1,12280.01,3.69,321,Q4,5337,5336
2021-11-01,Chiang Mai,6253,0.6034,48485.77,25262.19,5.05,0.19,700,89,1051.83,0,12715.32,3.54,310,Q4,6675,4622
2021-12-01,Chiang Mai,5642,0.5982,47846.63,24795.79,5.07,0.19,712,84,2576.62,1,12756.02,3.52,326,Q4,6253,5549
2022-01-01,Chiang Mai,5583,0.6185,48176.63,24857.32,5.07,0.19,726,74,971.11,0,12643.7,3.76,324,Q1,5642,5149
2022-02-01,Chiang Mai,6374,0.6216,48592.37,25074.48,5.08,0.19,752,102,1214.3,0,12390.79,3.69,318,Q1,5583,5477
2022-03-01,Chiang Mai,6048,0.6255,48008.08,25355.78,5.06,0.19,771,128,1185.4,0,12330.19,3.75,317,Q1,6374,5575
2022-04-01,Chiang Mai,5147,0.6287,48170.94,25617.97,5.1,0.19,793,113,1237.4,0,12806.34,3.57,323,Q2,6048,5262
2022-05-01,Chiang Mai,6053,0.6417,48566.18,25369.96,5.07,0.2,791,80,1367.77,0,12669.1,3.64,336,Q2,5147,6388
2022-06-01,Chiang Mai,6259,0.6232,48360.56,25389.99,5.09,0.2,814,121,1351.72,0,12918.24,3.41,320,Q2,6053,5717
2022-07-01,Chiang Mai,7123,0.6501,47310.09,25821.12,5.09,0.2,843,69,1278.46,0,12926.55,3.63,329,Q3,6259,6067
2022-08-01,Chiang Mai,5928,0.6673,47568.73,24731.08,5.13,0.2,863,120,1130.13,0,12493.54,3.47,322,Q3,7123,5583
2022-09-01,Chiang Mai,6202,0.6323,48011.36,25418.86,5.13,0.2,874,157,1243.3,0,12572.71,3.65,326,Q3,5928,5337
2022-10-01,Chiang Mai,6244,0.6381,47829.23,25032.61,5.14,0.2,892,113,1126.33,0,12476.31,3.41,326,Q4,6202,6675
2022-11-01,Chiang Mai,6492,0.6506,47325.12,24874.04,5.13,0.2,913,96,1405.39,0,12231.7,3.38,331,Q4,6244,6253
2022-12-01,Chiang Mai,6587,0.6448,47549.95,25643.11,5.16,0.2,929,121,1252.47,0,12283.54,3.4,315,Q4,6492,5642
2023-01-01,Chiang Mai,6412,0.6429,47325.23,25204.97,5.16,0.2,952,131,1369.42,0,12800.76,3.34,336,Q1,6587,5583
2023-02-01,Chiang Mai,6964,0.6551,47325.31,25753.31,5.18,0.2,967,158,1342.72,0,12497.79,3.13,323,Q1,6412,6374
2023-03-01,Chiang Mai,7235,0.6534,47400.08,25816.24,5.25,0.2,995,102,885.5,0,12878.37,3.23,335,Q1,6964,6048
2023-04-01,Chiang Mai,5733,0.6614,47167.48,25380.1,5.25,0.21,1012,179,1034.27,0,12696.89,3.53,328,Q2,7235,5147
2023-05-01,Chiang Mai,6259,0.6583,47597.05,25090.64,5.29,0.21,1035,105,1145.9,0,12803.9,3.38,336,Q2,5733,6053
2023-06-01,Chiang Mai,7315,0.6696,46883.06,25038.14,5.3,0.21,1053,88,1059.52,0,12453.38,3.36,333,Q2,6259,6259
2023-07-01,Chiang Mai,5124,0.6434,47678.84,24430.75,5.3,0.21,1076,175,1110.1,0,12332.21,3.66,337,Q3,7315,7123
2023-08-01,Chiang Mai,6597,0.6754,47425.92,25274.4,5.31,0.21,1087,104,1193.17,0,12549.43,3.2,338,Q3,5124,5928
2023-09-01,Chiang Mai,5798,0.6758,46834.97,25125.0,5.37,0.21,1107,174,1313.11,0,12352.71,3.38,338,Q3,6597,6202
2023-10-01,Chiang Mai,6436,0.6683,47443.92,25051.68,5.35,0.21,1126,120,1436.72,0,12995.32,3.38,334,Q4,5798,6244
2023-11-01,Chiang Mai,6341,0.6811,48086.34,25083.81,5.36,0.21,1142,131,1129.73,0,12364.77,3.07,341,Q4,6436,6492
2023-12-01,Chiang Mai,6461,0.6779,47329.94,25890.19,5.37,0.21,1167,161,1057.66,0,13246.88,3.36,337,Q4,6341,6587
2024-01-01,Chiang Mai,7050,0.6634,46995.71,25111.31,5.36,0.21,1183,109,1234.4,0,13247.97,3.19,325,Q1,6461,6412
2024-02-01,Chiang Mai,6775,0.6596,47155.83,25309.35,5.35,0.21,1208,185,1281.52,0,12805.6,3.22,351,Q1,7050,6964
2024-03-01,Chiang Mai,6910,0.68,46769.98,25238.19,5.37,0.21,1237,114,1222.34,0,12553.32,3.23,358,Q1,6775,7235
2024-04-01,Chiang Mai,5788,0.6842,47450.33,25148.29,5.39,0.21,1240,156,1283.48,0,12368.0,3.22,330,Q2,6910,5733
2024-05-01,Chiang Mai,7232,0.6748,47862.9,24893.85,5.37,0.21,1269,128,1189.76,0,12524.73,3.32,343,Q2,5788,6259
2024-06-01,Chiang Mai,6349,0.6676,47405.83,25044.84,5.32,0.22,1281,118,1228.56,0,12926.4,3.04,344,Q2,7232,7315
2024-07-01,Chiang Mai,5372,0.6751,46658.85,25302.7,5.35,0.22,1299,158,1240.0,0,12531.02,3.13,349,Q3,6349,5124
2024-08-01,Chiang Mai,6294,0.6764,47696.92,25408.49,5.39,0.22,1324,140,1156.72,0,12579.49,3.34,339,Q3,5372,6597
2024-09-01,Chiang Mai,6316,0.6857,46902.16,25385.24,5.4,0.22,1333,129,1222.97,0,13131.56,3.07,334,Q3,6294,5798
2024-10-01,Chiang Mai,7086,0.6819,47789.73,25731.84,5.4,0.22,1359,167,1316.27,0,13003.52,3.09,346,Q4,6316,6436
2024-11-01,Chiang Mai,7200,0.6867,46491.41,25239.25,5.43,0.22,1384,182,1300.94,0,12319.72,3.0,348,Q4,7086,6341
2024-12-01,Chiang Mai,7678,0.6792,46435.59,25701.5,5.43,0.22,1399,204,1090.56,0,12969.01,2.82,354,Q4,7200,6461
2015-01-01,Hat Yai,370,0.0205,49812.8,24722.05,3.44,0.11,4,0,2825.39,1,25929.07,4.99,249,Q1,5917,5194
2015-02-01,Hat Yai,295,0.0124,49163.64,24288.56,3.44,0.11,0,0,2743.8,1,25596.26,5.24,249,Q1,370,5194
2015-03-01,Hat Yai,344,0.0188,49698.55,24691.29,3.46,0.11,13,2,2537.24,1,26043.55,4.92,247,Q1,295,5194
2015-04-01,Hat Yai,763,0.0414,49522.01,24692.4,3.44,0.11,9,1,2403.26,1,26294.69,4.84,270,Q2,344,5194
2015-05-01,Hat Yai,1059,0.0423,50058.04,24808.84,3.46,0.11,11,2,2496.94,1,26274.75,5.25,250,Q2,763,5194
2015-06-01,Hat Yai,692,0.0289,50168.96,25340.49,3.5,0.11,17,3,2774.61,1,26256.63,4.77,256,Q2,1059,5194
2015-07-01,Hat Yai,815,0.0287,50041.02,24312.26,3.53,0.11,18,3,2535.79,1,25812.7,4.89,263,Q3,692,5194
2015-08-01,Hat Yai,1039,0.0422,49904.92,24637.38,3.54,0.11,14,1,2548.79,1,26514.41,5.0,254,Q3,815,5194
2015-09-01,Hat Yai,1062,0.0417,50177.59,25345.34,3.56,0.12,19,2,2399.58,1,25964.35,5.03,237,Q3,1039,5194
2015-10-01,Hat Yai,1143,0.0411,49207.39,24630.8,3.55,0.12,28,2,2614.47,1,26489.33,4.87,270,Q4,1062,5194
2015-11-01,Hat Yai,657,0.0262,49872.45,24844.01,3.59,0.12,35,3,2465.21,1,26184.64,4.76,264,Q4,1143,5194
2015-12-01,Hat Yai,720,0.0384,49914.16,25310.07,3.6,0.12,31,4,2718.31,1,26088.14,4.79,277,Q4,657,5194
2016-01-01,Hat Yai,701,0.0269,49700.28,25277.94,3.6,0.12,31,5,2546.31,1,26188.83,4.67,250,Q1,720,370
2016-02-01,Hat Yai,897,0.0314,49043.58,24978.99,3.59,0.12,38,4,2721.17,1,26439.09,4.68,248,Q1,701,295
2016-03-01,Hat Yai,987,0.0478,49747.48,24869.12,3.58,0.12,49,7,2289.42,1,26477.58,4.76,271,Q1,897,344
2016-04-01,Hat Yai,1400,0.061,49889.56,25524.68,3.59,0.12,43,4,2303.94,1,26424.28,4.83,261,Q2,987,763
2016-05-01,Hat Yai,844,0.0408,49718.36,25243.56,3.56,0.12,47,8,2409.66,1,26229.82,4.98,261,Q2,1400,1059
2016-06-01,Hat Yai,1097,0.0532,48652.56,25188.76,3.63,0.12,57,9,2347.26,1,26094.63,4.61,272,Q2,844,692
2016-07-01,Hat Yai,1331,0.0587,50131.32,25099.1,3.61,0.12,52,6,2508.98,1,26394.63,4.92,255,Q3,1097,815
2016-08-01,Hat Yai,1214,0.0454,50078.05,25143.94,3.6,0.12,53,7,2344.22,1,26806.21,4.62,264,Q3,1331,1039
2016-09-01,Hat Yai,1987,0.077,49013.83,24467.23,3.69,0.12,71,10,2389.54,1,26368.58,4.73,259,Q3,1214,1062
2016-10-01,Hat Yai,1701,0.0712,49141.61,25359.33,3.72,0.13,73,6,1993.66,1,26389.44,4.76,264,Q4,1987,1143
2016-11-01,Hat Yai,1333,0.0531,49724.23,25302.62,3.69,0.13,79,7,2613.72,1,26438.28,4.75,253,Q4,1701,657
2016-12-01,Hat Yai,802,0.0427,50353.42,25052.24,3.69,0.13,88,12,2649.33,1,26551.85,4.72,274,Q4,1333,720
2017-01-01,Hat Yai,2009,0.0795,49336.42,25252.56,3.7,0.13,89,8,2428.76,1,26406.59,4.89,269,Q1,802,701
2017-02-01,Hat Yai,2022,0.0737,50459.38,25447.63,3.8,0.13,101,17,2485.86,1,26682.69,4.39,271,Q1,2009,897
2017-03-01,Hat Yai,1721,0.0748,49918.93,24958.9,3.83,0.13,104,17,2463.39,1,26804.89,4.55,265,Q1,2022,987
2017-04-01,Hat Yai,2126,0.0891,49709.22,25067.94,3.79,0.13,110,13,2417.01,1,26508.09,4.54,262,Q2,1721,1400
2017-05-01,Hat Yai,2210,0.0927,49704.49,25398.37,3.85,0.13,117,10,2556.55,1,26852.69,4.65,267,Q2,2126,844
2017-06-01,Hat Yai,2088,0.0878,49180.13,24830.07,3.88,0.13,128,13,2820.3,1,26631.2,4.47,271,Q2,2210,1097
2017-07-01,Hat Yai,1700,0.0777,48567.1,24839.4,3.96,0.13,138,13,2507.96,1,26698.89,4.53,275,Q3,2088,1331
2017-08-01,Hat Yai,2070,0.0974,48767.67,24841.04,3.95,0.13,143,26,2391.57,1,26131.46,4.33,271,Q3,1700,1214
2017-09-01,Hat Yai,1781,0.0799,48634.51,25042.25,3.94,0.13,141,13,2545.12,1,26796.68,4.59,274,Q3,2070,1987
2017-10-01,Hat Yai,2540,0.1058,49164.6,25206.81,3.97,0.14,160,21,2568.95,1,27110.16,4.47,283,Q4,1781,1701
2017-11-01,Hat Yai,2148,0.0933,49321.05,25237.28,4.02,0.14,159,13,2510.82,1,27556.48,4.55,279,Q4,2540,1333
2017-12-01,Hat Yai,2290,0.1003,49857.72,25455.5,4.05,0.14,162,26,2298.81,1,27049.59,4.65,290,Q4,2148,802
2018-01-01,Hat Yai,2842,0.1192,49414.05,24885.77,4.08,0.14,180,27,2508.48,1,26746.68,4.6,273,Q1,2290,2009
2018-02-01,Hat Yai,2357,0.1013,48499.82,24759.58,4.1,0.14,196,24,2498.75,1,27232.74,4.47,281,Q1,2842,2022
2018-03-01,Hat Yai,2474,0.1121,48339.55,25034.05,4.11,0.14,204,36,2389.88,1,27200.61,4.17,273,Q1,2357,1721
2018-04-01,Hat Yai,2950,0.1248,48913.06,25005.88,4.16,0.14,211,37,2374.85,1,26784.63,4.37,276,Q2,2474,2126
2018-05-01,Hat Yai,2721,0.1182,48641.8,24908.3,4.15,0.14,223,23,2527.71,1,26907.91,4.54,279,Q2,2950,2210
2018-06-01,Hat Yai,2731,0.1173,48816.15,24947.87,4.17,0.15,230,27,2527.63,1,27226.89,4.28,281,Q2,2721,2088
2018-07-01,Hat Yai,2386,0.1249,48654.89,25080.44,4.21,0.15,240,31,2334.39,1,26566.27,4.46,281,Q3,2731,1700
2018-08-01,Hat Yai,2762,0.1062,48890.99,25209.45,4.19,0.15,247,28,2644.16,1,26593.94,4.2,279,Q3,2386,2070
2018-09-01,Hat Yai,3058,0.1271,49204.75,25685.19,4.24,0.15,258,40,2431.99,1,27318.19,4.26,266,Q3,2762,1781
2018-10-01,Hat Yai,3632,0.1463,48515.79,25055.81,4.3,0.15,274,33,2675.67,1,27180.08,4.06,278,Q4,3058,2540
2018-11-01,Hat Yai,3438,0.15,48609.92,24937.16,4.32,0.15,279,44,2552.63,1,26804.49,4.27,285,Q4,3632,2148
2018-12-01,Hat Yai,4017,0.1797,48719.03,25388.1,4.31,0.15,302,43,2779.43,1,27237.18,4.38,286,Q4,3438,2290
2019-01-01,Hat Yai,4153,0.1669,48847.03,24919.49,4.29,0.15,322,54,2314.77,1,26790.28,4.19,298,Q1,4017,2842
2019-02-01,Hat Yai,3625,0.1633,48136.03,24932.31,4.33,0.15,335,33,2405.47,1,26780.6,4.33,302,Q1,4153,2357
2019-03-01,Hat Yai,4190,0.1682,49434.93,24932.58,4.38,0.15,347,56,2278.29,1,27350.6,3.84,297,Q1,3625,2474
2019-04-01,Hat Yai,4448,0.1907,49187.09,24812.73,4.42,0.15,364,49,2517.75,1,26968.88,4.18,283,Q2,4190,2950
2019-05-01,Hat Yai,4424,0.193,48697.93,25185.43,4.44,0.15,371,45,2510.73,1,27653.25,4.16,291,Q2,4448,2721
2019-06-01,Hat Yai,4064,0.1722,48460.99,25289.19,4.44,0.15,392,43,2453.86,1,27065.33,4.2,285,Q2,4424,2731
2019-07-01,Hat Yai,5038,0.2009,49083.7,24643.96,4.54,0.15,406,55,2549.92,1,26809.03,4.27,282,Q3,4064,2386
2019-08-01,Hat Yai,4319,0.1862,48533.38,25213.0,4.59,0.16,423,73,2571.64,1,27132.43,4.03,296,Q3,5038,2762
2019-09-01,Hat Yai,4803,0.2083,49053.93,25045.67,4.65,0.16,435,55,2357.64,1,27470.36,4.09,285,Q3,4319,3058
2019-10-01,Hat Yai,4696,0.2199,49352.86,25592.08,4.69,0.16,455,77,2492.58,1,27384.04,4.02,302,Q4,4803,3632
2019-11-01,Hat Yai,5135,0.2108,47066.62,25297.97,4.73,0.16,475,80,2281.61,1,28116.68,4.14,305,Q4,4696,3438
2019-12-01,Hat Yai,4898,0.2179,48916.05,25555.42,4.71,0.16,496,81,2367.73,1,27334.16,4.25,294,Q4,5135,4017
2020-01-01,Hat Yai,5126,0.2158,48230.64,25120.72,4.68,0.16,511,71,2219.84,1,26941.06,3.69,302,Q1,4898,4153
2020-02-01,Hat Yai,4852,0.2143,47922.03,25446.82,4.74,0.16,535,71,2454.33,1,27955.62,3.9,315,Q1,5126,3625
2020-03-01,Hat Yai,5579,0.2312,47943.2,24966.12,4.72,0.16,541,86,2413.45,1,27955.6,3.97,303,Q1,4852,4190
2020-04-01,Hat Yai,5871,0.2388,48847.46,25113.84,4.7,0.16,575,85,2671.12,1,27703.34,4.04,289,Q2,5579,4448
2020-05-01,Hat Yai,5573,0.2414,49272.05,25095.87,4.69,0.16,583,69,2627.92,1,27863.84,3.89,304,Q2,5871,4424
2020-06-01,Hat Yai,6116,0.2599,47706.61,24429.57,4.68,0.16,616,54,2449.0,1,28253.28,3.73,305,Q2,5573,4064
2020-07-01,Hat Yai,6035,0.2608,48291.96,25426.92,4.72,0.16,618,51,2484.14,1,27637.04,4.15,307,Q3,6116,5038
2020-08-01,Hat Yai,6266,0.2839,48138.21,25572.33,4.72,0.17,656,112,2510.23,1,27964.75,3.62,307,Q3,6035,4319
2020-09-01,Hat Yai,6522,0.2827,47780.63,25172.21,4.7,0.16,683,60,2438.22,1,28059.86,3.85,320,Q3,6266,4803
2020-10-01,Hat Yai,6314,0.2797,48083.31,24652.43,4.66,0.17,693,66,2401.59,1,28104.8,4.09,313,Q4,6522,4696
2020-11-01,Hat Yai,6871,0.3042,48259.4,25571.88,4.66,0.16,723,88,2279.76,1,27786.7,4.08,326,Q4,6314,5135
2020-12-01,Hat Yai,6687,0.2862,48662.92,25576.99,4.67,0.17,749,118,2633.48,1,27949.5,3.83,314,Q4,6871,4898
2021-01-01,Hat Yai,6665,0.2889,48818.87,24844.53,4.71,0.17,774,106,2392.8,1,27600.73,3.83,333,Q1,6687,5126
2021-02-01,Hat Yai,7451,0.3091,48774.42,24909.69,4.75,0.17,806,132,2510.71,1,27842.57,3.94,300,Q1,6665,4852
2021-03-01,Hat Yai,6791,0.3149,48226.13,25554.66,4.78,0.17,814,136,2647.18,1,27178.01,3.97,319,Q1,7451,5579
2021-04-01,Hat Yai,7054,0.3267,47743.29,25516.19,4.8,0.17,851,144,2751.35,1,27868.99,3.81,306,Q2,6791,5871
2021-05-01,Hat Yai,7220,0.316,47947.35,25279.76,4.8,0.17,875,82,2583.2,1,27553.97,3.64,314,Q2,7054,5573
2021-06-01,Hat Yai,7834,0.3361,47565.92,24498.84,4.8,0.17,903,81,2450.31,1,28062.92,3.46,322,Q2,7220,6116
2021-07-01,Hat Yai,7626,0.333,47561.46,25122.2,4.9,0.17,923,136,2495.07,1,27868.3,3.86,316,Q3,7834,6035
2021-08-01,Hat Yai,8308,0.3357,47743.35,25321.78,4.93,0.17,967,164,2520.09,1,27847.59,3.61,316,Q3,7626,6266
2021-09-01,Hat Yai,9053,0.3627,47583.81,25052.47,5.01,0.17,999,107,2358.51,1,27779.44,3.75,324,Q3,8308,6522
2021-10-01,Hat Yai,8882,0.3598,47651.49,25208.54,4.99,0.17,1031,144,2376.26,1,27722.81,3.84,297,Q4,9053,6314
2021-11-01,Hat Yai,7773,0.344,47704.53,25620.46,5.02,0.17,1060,186,2354.44,1,28469.19,3.66,304,Q4,8882,6871
2021-12-01,Hat Yai,8822,0.3748,47929.1,24969.62,5.1,0.17,1087,147,2355.1,1,27891.37,3.52,308,Q4,7773,6687
2022-01-01,Hat Yai,8783,0.3739,49018.49,24811.19,5.11,0.17,1116,178,2421.86,1,28273.55,3.77,321,Q1,8822,6665
2022-02-01,Hat Yai,9156,0.3881,47936.53,25144.87,5.12,0.17,1149,200,2439.08,1,27902.88,3.65,311,Q1,8783,7451
2022-03-01,Hat Yai,9490,0.4104,47376.84,25567.44,5.08,0.17,1185,213,2265.1,1,28988.69,3.64,318,Q1,9156,6791
2022-04-01,Hat Yai,9434,0.4026,47864.54,25427.52,5.14,0.18,1216,175,2644.92,1,28386.31,3.38,342,Q2,9490,7054
2022-05-01,Hat Yai,9447,0.4254,47212.93,25182.71,5.16,0.18,1249,147,2116.44,1,28149.35,3.34,334,Q2,9434,7220
2022-06-01,Hat Yai,9908,0.3993,48309.34,25320.21,5.19,0.18,1293,193,2662.38,1,28092.85,3.49,326,Q2,9447,7834
2022-07-01,Hat Yai,9849,0.4455,47891.96,25051.9,5.17,0.18,1325,186,2372.35,1,28467.09,3.61,319,Q3,9908,7626
2022-08-01,Hat Yai,10683,0.4405,47898.76,25838.4,5.22,0.18,1362,237,2751.46,1,28560.66,3.67,327,Q3,9849,8308
2022-09-01,Hat Yai,9884,0.4423,48479.15,25467.12,5.25,0.18,1387,143,2833.07,1,28316.37,3.44,332,Q3,10683,9053
2022-10-01,Hat Yai,10935,0.4637,48026.1,25447.93,5.26,0.18,1437,173,2569.56,1,28044.55,3.43,344,Q4,9884,8882
2022-11-01,Hat Yai,10607,0.4527,48031.7,25098.15,5.3,0.18,1478,120,2320.73,1,28628.45,3.4,315,Q4,10935,7773
2022-12-01,Hat Yai,10495,0.4709,47110.24,25278.64,5.36,0.18,1520,145,2442.55,1,28576.98,3.41,330,Q4,10607,8822
2023-01-01,Hat Yai,10622,0.4787,47045.62,25350.21,5.43,0.18,1554,232,2406.17,1,28608.94,3.34,310,Q1,10495,8783
2023-02-01,Hat Yai,10133,0.4639,47915.89,25343.61,5.45,0.19,1593,138,2437.74,1,28710.26,3.42,331,Q1,10622,9156
2023-03-01,Hat Yai,11847,0.4878,47507.07,25222.23,5.48,0.19,1632,205,2436.98,1,27901.14,3.28,317,Q1,10133,9490
2023-04-01,Hat Yai,11030,0.4677,47526.99,25580.31,5.49,0.19,1670,270,2285.79,1,28278.26,3.42,341,Q2,11847,9434
2023-05-01,Hat Yai,11823,0.5012,47753.27,25052.46,5.52,0.19,1712,263,2590.63,1,28595.24,3.39,324,Q2,11030,9447
2023-06-01,Hat Yai,11599,0.4863,47956.63,25356.89,5.55,0.19,1750,260,2292.11,1,28600.74,2.99,344,Q2,11823,9908
2023-07-01,Hat Yai,12062,0.5006,47413.83,25270.61,5.57,0.19,1796,263,2568.41,1,28805.81,3.24,316,Q3,11599,9849
2023-08-01,Hat Yai,11445,0.5017,47534.62,25175.79,5.64,0.19,1827,257,2650.74,1,28536.75,3.12,337,Q3,12062,10683
2023-09-01,Hat Yai,12653,0.5254,48872.62,25335.15,5.64,0.19,1882,204,2571.07,1,29308.99,3.04,351,Q3,11445,9884
2023-10-01,Hat Yai,12103,0.5207,47801.2,25609.49,5.71,0.19,1934,214,2666.81,1,28541.1,3.02,339,Q4,12653,10935
2023-11-01,Hat Yai,12012,0.5333,46963.68,24658.7,5.73,0.2,1964,329,2650.88,1,28788.8,3.16,335,Q4,12103,10607
2023-12-01,Hat Yai,12524,0.5562,47626.86,24876.51,5.74,0.19,2016,219,2430.74,1,28367.31,3.39,352,Q4,12012,10495
2024-01-01,Hat Yai,13155,0.5501,46981.87,25036.42,5.78,0.2,2062,287,2404.26,1,29029.45,3.3,335,Q1,12524,10622
2024-02-01,Hat Yai,13607,0.554,48130.88,25001.72,5.82,0.2,2109,234,2774.0,1,28935.7,3.36,339,Q1,13155,10133
2024-03-01,Hat Yai,12933,0.5555,47043.28,25559.91,5.85,0.2,2145,381,2367.55,1,29344.79,3.18,338,Q1,13607,11847
2024-04-01,Hat Yai,13184,0.5683,47143.82,24979.87,5.85,0.2,2207,208,2390.75,1,29092.88,3.01,349,Q2,12933,11030
2024-05-01,Hat Yai,12926,0.5563,46522.23,25085.7,5.86,0.2,2250,336,2527.59,1,29284.47,3.15,340,Q2,13184,11823
2024-06-01,Hat Yai,12844,0.5557,47481.35,25107.57,5.91,0.2,2298,258,2611.06,1,29115.35,3.16,343,Q2,12926,11599
2024-07-01,Hat Yai,13050,0.5563,47180.87,25336.96,5.87,0.2,2348,334,2213.95,1,28929.09,3.07,337,Q3,12844,12062
2024-08-01,Hat Yai,12026,0.5543,46857.98,25046.95,5.89,0.2,2394,368,2395.63,1,28918.54,3.35,345,Q3,13050,11445
2024-09-01,Hat Yai,12702,0.5694,47444.97,25229.94,5.93,0.2,2434,257,2383.78,1,29356.22,2.78,335,Q3,12026,12653
2024-10-01,Hat Yai,13650,0.5809,48101.24,25477.72,5.99,0.2,2479,403,2356.77,1,28556.07,2.87,354,Q4,12702,12103
2024-11-01,Hat Yai,13147,0.5765,47092.52,25223.16,6.0,0.2,2537,343,2395.42,1,28639.38,3.01,346,Q4,13650,12012
2024-12-01,Hat Yai,13943,0.5889,47070.31,24960.85,6.05,0.2,2573,318,2381.2,1,28712.24,3.06,348,Q4,13147,12524
2015-01-01,Khon Kaen,159,0.016,49711.79,25441.31,3.43,0.12,4,0,2402.17,1,28801.04,4.81,240,Q1,4427,4093
2015-02-01,Khon Kaen,238,0.0173,49720.72,24857.3,3.46,0.12,7,1,2599.94,1,29485.25,5.07,250,Q1,159,4093
2015-03-01,Khon Kaen,247,0.0109,49930.63,24822.49,3.49,0.12,5,1,2518.96,1,28987.85,5.25,259,Q1,238,4093
2015-04-01,Khon Kaen,181,0.0143,50183.76,24397.6,3.58,0.12,4,1,2738.9,1,29376.22,4.77,252,Q2,247,4093
2015-05-01,Khon Kaen,269,0.0231,50378.92,24772.74,3.6,0.12,8,1,2035.05,1,29438.3,4.85,256,Q2,181,4093
2015-06-01,Khon Kaen,484,0.0401,49461.74,25187.9,3.61,0.12,4,0,2275.41,1,29813.26,4.82,260,Q2,269,4093
2015-07-01,Khon Kaen,360,0.0281,50042.1,24716.67,3.63,0.12,8,1,2439.36,1,29537.9,5.1,255,Q3,484,4093
2015-08-01,Khon Kaen,341,0.0305,50142.77,25341.06,3.64,0.12,6,1,2541.86,1,29575.02,4.63,248,Q3,360,4093
2015-09-01,Khon Kaen,376,0.0219,49474.67,24392.91,3.66,0.12,10,2,2367.32,1,29360.65,4.58,254,Q3,341,4093
2015-10-01,Khon Kaen,537,0.0255,50691.74,24797.23,3.62,0.12,16,2,2460.59,1,29067.34,4.74,263,Q4,376,4093
2015-11-01,Khon Kaen,391,0.0248,48792.97,25222.84,3.61,0.12,15,2,2359.04,1,29922.66,4.83,248,Q4,537,4093
2015-12-01,Khon Kaen,132,0.0293,49891.23,25329.48,3.67,0.12,18,2,2588.18,1,29790.6,4.53,260,Q4,391,4093
2016-01-01,Khon Kaen,439,0.0261,49373.16,24788.09,3.69,0.13,18,3,2476.55,1,30055.02,4.68,258,Q1,132,159
2016-02-01,Khon Kaen,457,0.0403,49035.79,25733.9,3.71,0.13,24,3,2630.61,1,29947.89,4.8,260,Q1,439,238
2016-03-01,Khon Kaen,245,0.0309,48974.72,25012.24,3.68,0.13,22,2,2419.86,1,29737.8,4.77,272,Q1,457,247
2016-04-01,Khon Kaen,645,0.0536,49378.3,25298.1,3.65,0.13,24,4,2397.79,1,30012.16,4.9,273,Q2,245,181
2016-05-01,Khon Kaen,592,0.0502,49362.91,24808.47,3.71,0.13,31,3,2348.05,1,29244.92,4.73,258,Q2,645,269
2016-06-01,Khon Kaen,568,0.0392,49244.25,24912.9,3.75,0.13,23,2,2596.68,1,30058.85,4.64,255,Q2,592,484
2016-07-01,Khon Kaen,434,0.0444,50212.64,25293.13,3.77,0.13,33,4,2563.14,1,30110.15,4.83,268,Q3,568,360
2016-08-01,Khon Kaen,630,0.0476,49929.98,24706.08,3.8,0.13,40,4,2306.42,1,29795.96,4.85,248,Q3,434,341
2016-09-01,Khon Kaen,824,0.0721,49771.7,25050.94,3.86,0.13,32,4,2830.83,1,30228.02,4.48,273,Q3,630,376
2016-10-01,Khon Kaen,782,0.0613,49246.85,25511.18,3.89,0.13,46,6,2470.65,1,30215.53,4.64,272,Q4,824,537
2016-11-01,Khon Kaen,627,0.0599,49604.52,24858.29,3.9,0.13,51,8,2390.96,1,29077.95,4.55,279,Q4,782,391
